# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2331.52  2.480490091692547e-19  2.521052971773911e-19
2331.54  2.5289884780736153e-19  2.567309125977185e-19
2331.56  2.594125492913514e-19  2.6302154045337455e-19
2331.58  2.676633895724052e-19  2.710516656981508e-19
2331.6  2.775125884481012e-19  2.8068484873497245e-19
2331.62  2.8847732665173333e-19  2.9144053927050877e-19
2331.64  2.999064103846423e-19  3.026659633171835e-19
2331.66  3.1184732885508935e-19  3.1440161463951693e-19
2331.68  3.256607145233156e-19  3.2800094664419817e-19
2331.7  3.433058495900561e-19  3.4542001971071144e-19
2331.72  3.6658951043332532e-19  3.6846320961944486e-19
2331.74  3.9717299598526453e-19  3.987844057555416e-19
2331.76  4.366162311661632e-19  4.37924626524975e-19
2331.78  4.856264059279051e-19  4.865547217526499e-19
2331.8  5.417344847135015e-19  5.421530826505729e-19
2331.82  5.957941022406594e-19  5.955275888048979e-19
2331.84  6.324570096514324e-19  6.313498928326189e-19
2331.86  6.414837934932148e-19  6.3950190368798935e-19
2331.88  6.290601922076007e-19  6.263049914370013e-19
2331.9  6.108419588469004e-19  6.074527577895599e-19
2331.92  5.988405120980412e-19  5.949109760454712e-19
2331.94  5.982035640144253e-19  5.937679404056597e-19
2331.96  6.100209721063018e-19  6.050717254815781e-19
2331.98  6.340240761635373e-19  6.285284097284939e-19
2332.0  6.699053150581821e-19  6.638141866229675e-19
2332.02  7.178368453811229e-19  7.11088974197941e-19
2332.04  7.787691061344881e-19  7.712926243099856e-19
2332.06  8.547026962223643e-19  8.464151828088171e-19
2332.08  9.488127710861696e-19  9.396196900691288e-19
2332.1  1.0655515639168518e-18  1.0553438180453823e-18
2332.12  1.2110242733797346e-18  1.1996754831417739e-18
2332.14  1.3936848226239242e-18  1.3810486169942541e-18
2332.16  1.6254246304744654e-18  1.6113326364859788e-18
2332.18  1.9234043909172988e-18  1.9076665425011374e-18
2332.2  2.3129861505999635e-18  2.2953964804326457e-18
2332.22  2.8318716319343975e-18  2.8122267262823996e-18
2332.24  3.535749574848764e-18  3.513896294195938e-18
2332.26  4.505016785548061e-18  4.480967045577828e-18
2332.28  5.8472218548793745e-18  5.821412568638485e-18
2332.3  7.673199822905422e-18  7.647027249010635e-18
2332.32  9.98466536612402e-18  9.961367113445408e-18
2332.34  1.239143239244475e-17  1.2376737992171725e-17
2332.36  1.3874478662844019e-17  1.387485615672477e-17
2332.38  1.345658489441642e-17  1.3474096719138758e-17
2332.4  1.1442277812381585e-17  1.147239318602241e-17
2332.42  8.990618529042765e-18  9.026699895927645e-18
2332.44  6.867761768630395e-18  6.9051087664245974e-18
2332.46  5.257655577837046e-18  5.293919360459044e-18
2332.48  4.090316484515676e-18  4.124591403967289e-18
2332.5  3.2501989331878828e-18  3.2822739157448222e-18
2332.52  2.6411599758088374e-18  2.671114594548539e-18
2332.54  2.1948927482742977e-18  2.2229073117256047e-18
2332.56  1.8653022777634785e-18  1.8915717101167025e-18
2332.58  1.6216197941036924e-18  1.646311401091688e-18
2332.6  1.442508013472905e-18  1.4657345525699776e-18
2332.62  1.310613709896378e-18  1.3324151689307687e-18
2332.64  1.2076088706863124e-18  1.2279614196199208e-18
2332.66  1.113514424168637e-18  1.1323995841595524e-18
2332.68  1.0149118492384647e-18  1.0324184231824501e-18
2332.7  9.126483495042947e-19  9.289898104932687e-19
2332.72  8.153305935271781e-19  8.30754865544372e-19
2332.74  7.289103969085538e-19  7.436155448688406e-19
2332.76  6.548613258473144e-19  6.689749538743843e-19
2332.78  5.925652767579731e-19  6.0616378637881645e-19
2332.8  5.406536005097138e-19  5.53786549122928e-19
2332.82  4.974442388056535e-19  5.101481662865398e-19
2332.84  4.612629056111298e-19  4.735664439354184e-19
2332.86  4.3068095173589123e-19  4.42606852937128e-19
2332.88  4.046394886048735e-19  4.162064687617945e-19
2332.9  3.8247516698036195e-19  3.9369967334572004e-19
2332.92  3.637734186487852e-19  3.746703763376642e-19
2332.94  3.481719461019842e-19  3.5875483585779717e-19
2332.96  3.352584382629086e-19  3.4553943764991657e-19
2332.98  3.245671729980116e-19  3.3455782233662423e-19
2333.0  3.157336690851439e-19  3.2544616850156637e-19
2333.02  3.085667184537809e-19  3.180149691615771e-19
2333.04  3.0261165484603826e-19  3.118108909901027e-19
2333.06  2.967274365895534e-19  3.0569198825890046e-19
2333.08  2.898580327314284e-19  2.985979219971465e-19
2333.1  2.8231573878590533e-19  2.908357155350231e-19
2333.12  2.7534571842516925e-19  2.8364817614144436e-19
2333.14  2.698406942152637e-19  2.779284519555555e-19
2333.16  2.6606338509756523e-19  2.7394042426905146e-19
2333.18  2.639990182574e-19  2.7167007171653466e-19
2333.2  2.63608063609974e-19  2.710777995187513e-19
2333.22  2.648871771302762e-19  2.7216007456158514e-19
2333.24  2.678867640258061e-19  2.749682720911238e-19
2333.26  2.7272499781622985e-19  2.796222912787048e-19
2333.28  2.7954040898385443e-19  2.862619823312999e-19
2333.3  2.8847970615162887e-19  2.9503503532682503e-19
2333.32  2.9965512107407913e-19  3.060527697558952e-19
2333.34  3.131645010864558e-19  3.1940608625696003e-19
2333.36  3.2961885633637547e-19  3.3568998924537164e-19
2333.38  3.503775428468539e-19  3.562390290430755e-19
2333.4  3.764155842681935e-19  3.8199291635099384e-19
2333.42  4.063409465674532e-19  4.1151237797859353e-19
2333.44  4.344941030786188e-19  4.390985480797473e-19
2333.46  4.517556153355736e-19  4.556540910754695e-19
2333.48  4.522318825905829e-19  4.553993604510736e-19
2333.5  4.395272472051179e-19  4.420692590558834e-19
2333.52  4.22792346722804e-19  4.2486302384480123e-19
2333.54  4.090133766798252e-19  4.1073743277006963e-19
2333.56  4.0090271193717077e-19  4.0235268532302404e-19
2333.58  3.986694836893176e-19  3.998738554213884e-19
2333.6  4.0180350006355615e-19  4.027609713115541e-19
2333.62  4.098722200159489e-19  4.1056382910638815e-19
2333.64  4.226445503639938e-19  4.230419738083047e-19
2333.66  4.400375231562178e-19  4.401103359893991e-19
2333.68  4.6219343096316445e-19  4.619153606057751e-19
2333.7  4.895207418702537e-19  4.888685407286369e-19
2333.72  5.224742738848118e-19  5.214222960032635e-19
2333.74  5.611622671351208e-19  5.596800096374179e-19
2333.76  6.0506183217594205e-19  6.031133113721297e-19
2333.78  6.537339333719891e-19  6.512763784704632e-19
2333.8  7.085202099431135e-19  7.055030761779776e-19
2333.82  7.7272949572253885e-19  7.690948527765119e-19
2333.84  8.502037306402026e-19  8.458858920838016e-19
2333.86  9.447237420893942e-19  9.396474012947646e-19
2333.88  1.060511618999369e-18  1.0545900866884337e-18
2333.9  1.2031096762182706e-18  1.1962439731896082e-18
2333.92  1.3804256459397687e-18  1.3725029590260445e-18
2333.94  1.6038001929569959e-18  1.5946910279790476e-18
2333.96  1.8893387530152093e-18  1.8788952315715453e-18
2333.98  2.2601489332607677e-18  2.2482073584565547e-18
2334.0  2.7499363030368088e-18  2.7363284758325784e-18
2334.02  3.408241815460262e-18  3.39282550952026e-18
2334.04  4.307084237986971e-18  4.2898165263430844e-18
2334.06  5.545808922754631e-18  5.5269123067432865e-18
2334.08  7.239885730371266e-18  7.22019829121239e-18
2334.1  9.448689164348514e-18  9.430296437294173e-18
2334.12  1.1957419827673234e-17  1.1944369952341078e-17
2334.14  1.396192659982547e-17  1.3959742762205858e-17
2334.16  1.4315954644629766e-17  1.4328187097199412e-17
2334.18  1.2776045956667164e-17  1.2800771518557706e-17
2334.2  1.0338555683235085e-17  1.0370346342276957e-17
2334.22  8.006669828622304e-18  8.04072271193546e-18
2334.24  6.161109714540936e-18  6.1946238898685026e-18
2334.26  4.795809260188547e-18  4.827498446907806e-18
2334.28  3.796331596317939e-18  3.8257826211660916e-18
2334.3  3.0558510786640186e-18  3.0831158821145184e-18
2334.32  2.499168181998173e-18  2.5244936724376222e-18
2334.34  2.075668944523662e-18  2.09933147248116e-18
2334.36  1.7499513591227275e-18  1.7721899892355785e-18
2334.38  1.4966321731518878e-18  1.5176372411809008e-18
2334.4  1.297458823487004e-18  1.3173773809115379e-18
2334.42  1.1391156676790739e-18  1.1580613056504936e-18
2334.44  1.011385112117047e-18  1.0294533163222275e-18
2334.46  9.059323664333343e-19  9.23213310992557e-19
2334.48  8.163284382058353e-19  8.32903971780415e-19
2334.5  7.388811123659745e-19  7.548192275515769e-19
2334.52  6.720682175316466e-19  6.874274333056015e-19
2334.54  6.149265303742927e-19  6.297594009973858e-19
2334.56  5.662690410519912e-19  5.806206010883924e-19
2334.58  5.246988651219199e-19  5.3860658059981185e-19
2334.6  4.889318515712835e-19  5.024279786989929e-19
2334.62  4.58068361524416e-19  4.711818070051794e-19
2334.64  4.3154859570953736e-19  4.443052060020228e-19
2334.66  4.089525175620944e-19  4.2137497837391413e-19
2334.68  3.8989230631457485e-19  4.0200060967917326e-19
2334.7  3.739893269183856e-19  3.858020146604559e-19
2334.72  3.6084662951989724e-19  3.723822749110199e-19
2334.74  3.4981736795402555e-19  3.610949404784573e-19
2334.76  3.397099475582727e-19  3.507474841124166e-19
2334.78  3.293078972461195e-19  3.4011989613521645e-19
2334.8  3.185637874240234e-19  3.291599676160248e-19
2334.82  3.0853236195495005e-19  3.1891982738999553e-19
2334.84  3.001606719152061e-19  3.103464459005591e-19
2334.86  2.93832587046803e-19  3.0382429909479154e-19
2334.88  2.8963679873289493e-19  2.9944240337448555e-19
2334.9  2.876214418229881e-19  2.972487513087048e-19
2334.92  2.878840474391218e-19  2.9734005698229693e-19
2334.94  2.9055861113210295e-19  2.998482617166349e-19
2334.96  2.9573905920560024e-19  3.0486223289153005e-19
2334.98  3.033306920863351e-19  3.122746273216747e-19
2335.0  3.1282008514701856e-19  3.2154577525195776e-19
2335.02  3.229925919277896e-19  3.314237417499339e-19
2335.04  3.3162389347293313e-19  3.3965959262082607e-19
2335.06  3.360158732167095e-19  3.4357879114628466e-19
2335.08  3.351009612376082e-19  3.421880633657936e-19
2335.1  3.3065127190760836e-19  3.373307366864249e-19
2335.12  3.255591924708235e-19  3.319209605436292e-19
2335.14  3.2140372417696224e-19  3.275199376259903e-19
2335.16  3.1779680998647964e-19  3.237119725695302e-19
2335.18  3.1410234911832537e-19  3.1983928168843825e-19
2335.2  3.1110818132192823e-19  3.166761184747719e-19
2335.22  3.1013446041844614e-19  3.155345819613244e-19
2335.24  3.118076756598599e-19  3.1703640862332262e-19
2335.26  3.160814108593609e-19  3.211323301196302e-19
2335.28  3.226494582693351e-19  3.275142096870256e-19
2335.3  3.3129799085639985e-19  3.359665723328389e-19
2335.32  3.4201923069279987e-19  3.464800941339846e-19
2335.34  3.548063371694298e-19  3.5904690660903686e-19
2335.36  3.695304789672296e-19  3.7353792689740003e-19
2335.38  3.8604035674840265e-19  3.898018892809531e-19
2335.4  4.0448334609195776e-19  4.0798614530487164e-19
2335.42  4.2550878918629225e-19  4.2873942751740194e-19
2335.44  4.499448360097711e-19  4.528881800882698e-19
2335.46  4.785004600357157e-19  4.811388913116271e-19
2335.48  5.117647423145948e-19  5.140778586212459e-19
2335.5  5.503368090593168e-19  5.52301297403869e-19
2335.52  5.951110966918432e-19  5.967006533440998e-19
2335.54  6.47514234443659e-19  6.486996328401159e-19
2335.56  7.0940072855284845e-19  7.101499747086701e-19
2335.58  7.82786604165976e-19  7.830650338273631e-19
2335.6  8.695372284503735e-19  8.693072062324531e-19
2335.62  9.712993187110837e-19  9.705178727701578e-19
2335.64  1.0907159267745854e-18  1.0893297576106956e-18
2335.66  1.2335807889006586e-18  1.2315235258057099e-18
2335.68  1.4090312851722555e-18  1.406225374158216e-18
2335.7  1.6285607315789562e-18  1.6249169400590143e-18
2335.72  1.907438323107882e-18  1.9028506367458613e-18
2335.74  2.268105060362881e-18  2.262449914672091e-18
2335.76  2.7435224569648422e-18  2.7366697187638314e-18
2335.78  3.381219604144533e-18  3.3730570174192675e-18
2335.8  4.2490344304630086e-18  4.2395167007819146e-18
2335.82  5.4396165805103524e-18  5.4288722084516966e-18
2335.84  7.061600511853501e-18  7.050157684038207e-18
2335.86  9.180735392940483e-18  9.169936392756527e-18
2335.88  1.163467256314869e-17  1.1627180947231583e-17
2335.9  1.3730530237652309e-17  1.3730173649825339e-17
2335.92  1.4356043484725686e-17  1.436571718245727e-17
2335.94  1.307835756717636e-17  1.3097342134458915e-17
2335.96  1.0727457286051981e-17  1.075216473340674e-17
2335.98  8.345404812524269e-18  8.372310130601907e-18
2336.0  6.4062984558657764e-18  6.4332606300326295e-18
2336.02  4.956680779261556e-18  4.982713455518081e-18
2336.04  3.899720616570207e-18  3.924480795082526e-18
2336.06  3.127449948685761e-18  3.1508918855766948e-18
2336.08  2.555941876984447e-18  2.578135033971023e-18
2336.1  2.1265927180424774e-18  2.1476410630007303e-18
2336.12  1.7993517437463224e-18  1.819364957869844e-18
2336.14  1.5462683760825714e-18  1.5653505999674619e-18
2336.16  1.3469924663068065e-18  1.3652349981063228e-18
2336.18  1.1864546202560226e-18  1.2039299988465916e-18
2336.2  1.054467987203689e-18  1.071227039502455e-18
2336.22  9.448978716060022e-19  9.609762795009317e-19
2336.24  8.537437909364392e-19  8.691787078485803e-19
