# H2O 3800-3825, p=1013hPa T=250K. nu  sigma_Voigt  sigma_HartmannTran
3803.492  6.40266029664305e-21  6.3958614074711945e-21
3803.496  6.3550175071363644e-21  6.348392133165475e-21
3803.5  6.308359951351321e-21  6.301902316770262e-21
3803.504  6.262470741848958e-21  6.2561752895405176e-21
3803.508  6.217425144313614e-21  6.211286525634062e-21
3803.512  6.173202048483072e-21  6.1672151136781384e-21
3803.516  6.129781061404094e-21  6.123940850396967e-21
3803.52  6.08714248171094e-21  6.081444215292876e-21
3803.524  6.045267275267583e-21  6.0397063466609764e-21
3803.528  6.004137052050862e-21  5.998709018813572e-21
3803.532  5.963734044257409e-21  5.9584346205127346e-21
3803.536  5.92404108561861e-21  5.918866134582998e-21
3803.54  5.8850415918209114e-21  5.879986852421548e-21
3803.544  5.846719542093969e-21  5.841781407390735e-21
3803.548  5.809059461872681e-21  5.8042341994684166e-21
3803.552  5.772046406536482e-21  5.767330405723153e-21
3803.556  5.735665946231153e-21  5.7310557116632436e-21
3803.56  5.6999041516995455e-21  5.695396297229599e-21
3803.564  5.664747581200684e-21  5.6603388238523694e-21
3803.568  5.630183268450391e-21  5.62587042250574e-21
3803.572  5.596198711638812e-21  5.591978682816819e-21
3803.576  5.5627818634746925e-21  5.5586516431748295e-21
3803.58  5.5299211223550615e-21  5.525877781939994e-21
3803.584  5.497605324628358e-21  5.49364600971704e-21
3803.588  5.4658237380070935e-21  5.461945662750554e-21
3803.592  5.434566056192283e-21  5.430766497498954e-21
3803.596  5.4038225541799305e-21  5.400098845859646e-21
3803.6  5.373583447603522e-21  5.369932974392469e-21
3803.604  5.3438398480176896e-21  5.3402600394461246e-21
3803.608  5.314583125165262e-21  5.311071449229394e-21
3803.612  5.285805068073201e-21  5.282359024662679e-21
3803.616  5.25749788839571e-21  5.25411500243132e-21
3803.62  5.229654225652579e-21  5.226332039884684e-21
3803.624  5.202267126373246e-21  5.199003193777931e-21
3803.628  5.175330165987591e-21  5.172122041716674e-21
3803.632  5.148837292093198e-21  5.145682524903123e-21
3803.636  5.12278295145141e-21  5.11967907455512e-21
3803.64  5.097162079421419e-21  5.094106600700808e-21
3803.644  5.071970120755462e-21  5.068960512268342e-21
3803.648  5.0472030540097745e-21  5.0442367407366804e-21
3803.652  5.022857419974385e-21  5.0199317677608136e-21
3803.656  4.9989303545101555e-21  4.9960426571674326e-21
3803.66  4.975419626320921e-21  4.972567091888047e-21
3803.664  4.9523236801262725e-21  4.9495034163251905e-21
3803.668  4.9296416858117166e-21  4.926850684788629e-21
3803.672  4.907373594080007e-21  4.9046087166142335e-21
3803.676  4.885520199227204e-21  4.882778158707604e-21
3803.68  4.8640832095506045e-21  4.861360556181386e-21
3803.684  4.843065325879974e-21  4.84035843181917e-21
3803.688  4.822470328588905e-21  4.819775375041779e-21
3803.692  4.802303173165992e-21  4.799616140893637e-21
3803.696  4.782570094143175e-21  4.779886759439786e-21
3803.7  4.763244224417104e-21  4.7605601634458615e-21
3803.704  4.744403687920276e-21  4.741714293224319e-21
3803.708  4.726024746561832e-21  4.723325261340534e-21
3803.712  4.7081199080905484e-21  4.705405485244996e-21
3803.716  4.690703542313919e-21  4.687969338043868e-21
3803.72  4.6737919512522564e-21  4.6710332659443385e-21
3803.724  4.657403456712584e-21  4.65461593977292e-21
3803.728  4.641558380119287e-21  4.63873832011661e-21
3803.732  4.6262789621796915e-21  4.6234236891692515e-21
3803.736  4.61158915015923e-21  4.6086975830324256e-21
3803.74  4.597514202578076e-21  4.594587580050419e-21
3803.744  4.584080038572345e-21  4.58112287651587e-21
3803.748  4.5743684404866635e-21  4.571389757674293e-21
3803.752  4.562291179609179e-21  4.559306028287229e-21
3803.756  4.5509239752070265e-21  4.5479552813438666e-21
3803.76  4.540280060535284e-21  4.537360739959953e-21
3803.764  4.530362274925828e-21  4.527537497869544e-21
3803.768  4.521158337822886e-21  4.518487680814951e-21
3803.772  4.512635085625428e-21  4.510194112992177e-21
3803.776  4.504731813553938e-21  4.502612381322688e-21
3803.78  4.4973531353555055e-21  4.4956614473225e-21
3803.784  4.490362157327571e-21  4.4892134230525465e-21
3803.788  4.483575233866118e-21  4.48308385261572e-21
3803.792  4.47676004082958e-21  4.4770247951416485e-21
3803.796  4.469638998041146e-21  4.4707239902280585e-21
3803.8  4.46189994583167e-21  4.463813940858677e-21
3803.804  4.453215176351023e-21  4.4558941589625006e-21
3803.808  4.443268312325568e-21  4.4465673911614295e-21
3803.812  4.4317862954836575e-21  4.43548630329052e-21
3803.816  4.4185714939069795e-21  4.42240205344158e-21
3803.82  4.403527581316681e-21  4.407202896468342e-21
3803.824  4.386673238629499e-21  4.389931917062385e-21
3803.828  4.368140146433927e-21  4.37077869012943e-21
3803.832  4.348155527251757e-21  4.3500477297645356e-21
3803.836  4.327013269433057e-21  4.328113105913734e-21
3803.84  4.305040044644094e-21  4.305370880195507e-21
3803.844  4.2825629952442894e-21  4.2821988829646084e-21
3803.848  4.259885507121394e-21  4.258930545761052e-21
3803.852  4.237264092662254e-21  4.235834185354921e-21
3803.856  4.214909709752891e-21  4.213118898146458e-21
3803.86  4.192980726678814e-21  4.190932480149811e-21
3803.864  4.171588592762473e-21  4.169371352228296e-21
3803.868  4.150804648218909e-21  4.148490497411585e-21
3803.872  4.130667881063069e-21  4.128313221369233e-21
3803.876  4.111192464427945e-21  4.108839780832666e-21
3803.88  4.0923744249739326e-21  4.090054496667321e-21
3803.884  4.074197175027818e-21  4.071931323377401e-21
3803.888  4.05663588473096e-21  4.0544380335726304e-21
3803.892  4.039660803141741e-21  4.037539250255327e-21
3803.896  4.0232396938118026e-21  4.021198568749212e-21
3803.9  4.007339560685203e-21  4.005379986192867e-21
3803.904  3.991927826090157e-21  3.990048820065416e-21
3803.908  3.976973098289793e-21  3.975172259449619e-21
3803.912  3.96244563941978e-21  3.960719658697426e-21
3803.916  3.948317620040236e-21  3.946662655086543e-21
3803.92  3.934563226600506e-21  3.932975170839587e-21
3803.924  3.9211586636962565e-21  3.919633335485871e-21
3803.928  3.908082117257858e-21  3.906615389366049e-21
3803.932  3.8953135914216436e-21  3.8939014764972686e-21
3803.936  3.882834879970992e-21  3.8814735840099574e-21
3803.94  3.87062938111071e-21  3.869315333955628e-21
3803.944  3.8586819535950996e-21  3.857411823239537e-21
3803.948  3.8469788277859324e-21  3.845749523473233e-21
3803.952  3.8355074434641104e-21  3.834316111250112e-21
3803.956  3.824256360411202e-21  3.823100373839226e-21
3803.96  3.81321512846582e-21  3.8120920762684685e-21
3803.964  3.802374207127041e-21  3.80128187929699e-21
3803.968  3.791724865708718e-21  3.790661238884855e-21
3803.972  3.781259104711631e-21  3.7802223275181505e-21
3803.976  3.770969582672357e-21  3.769957961440103e-21
3803.98  3.7608495503987444e-21  3.759861535536165e-21
3803.984  3.750892791984264e-21  3.7499269651604056e-21
3803.988  3.7410935719602424e-21  3.740148634179288e-21
3803.992  3.731446587997164e-21  3.730521348592631e-21
3803.996  3.721946928604448e-21  3.7210402951471974e-21
3804.0  3.712590035303017e-21  3.711701004390945e-21
3804.004  3.703371668830485e-21  3.702499317712045e-21
3804.008  3.6942878789486004e-21  3.693431357928332e-21
3804.012  3.685334977490084e-21  3.6844935030591645e-21
3804.016  3.6765095143231236e-21  3.67568236294798e-21
3804.02  3.6678082559299e-21  3.666994758455942e-21
3804.024  3.659228171098528e-21  3.658427707697577e-21
3804.028  3.6507663950736235e-21  3.649978390692304e-21
3804.032  3.6424202429872616e-21  3.641644163250749e-21
3804.036  3.634187177687402e-21  3.6334225252026196e-21
3804.04  3.626064802786969e-21  3.625311113813718e-21
3804.044  3.618050852370516e-21  3.617307693825372e-21
3804.048  3.610143181905068e-21  3.609410148652251e-21
3804.052  3.602339758890324e-21  3.601616471301488e-21
3804.056  3.594638660876848e-21  3.5939247626297966e-21
3804.06  3.5870380611915595e-21  3.586333217277021e-21
3804.064  3.5795362282140305e-21  3.578840123136179e-21
3804.068  3.5721315185661074e-21  3.5714438547134625e-21
3804.072  3.564822371902266e-21  3.564142868070488e-21
3804.076  3.5576073058973954e-21  3.556935695951706e-21
3804.08  3.550484911386644e-21  3.549820943046675e-21
3804.084  3.543453847612068e-21  3.5427972813477655e-21
3804.088  3.53651283757533e-21  3.535863445601591e-21
3804.092  3.529660663517028e-21  3.529018228876739e-21
3804.096  3.522896162544609e-21  3.5222607291460534e-21
3804.1  3.516218222466104e-21  3.5155893299555906e-21
3804.104  3.5096257778616016e-21  3.50900323763627e-21
3804.108  3.50311780643498e-21  3.502501437760361e-21
3804.112  3.496693325679327e-21  3.4960829551021275e-21
3804.116  3.490351389862652e-21  3.489746850674835e-21
3804.12  3.484091087354044e-21  3.483492219095248e-21
3804.124  3.477911538272342e-21  3.477318186276021e-21
3804.128  3.471811892444681e-21  3.471223907415288e-21
3804.132  3.46579132765416e-21  3.4652085652782936e-21
3804.136  3.459849048137225e-21  3.459271368721393e-21
3804.14  3.453984283313499e-21  3.4534115514485365e-21
3804.144  3.4481962867060756e-21  3.447628045701041e-21
3804.148  3.4424843350257406e-21  3.441920800278938e-21
3804.152  3.436847727394967e-21  3.43628877339932e-21
3804.156  3.43128578467762e-21  3.430731289160457e-21
3804.16  3.425797848906929e-21  3.425247692581105e-21
3804.164  3.420383282783943e-21  3.419837349114954e-21
3804.168  3.415041469240536e-21  3.414499644223371e-21
3804.172  3.409771811046098e-21  3.40923398299617e-21
3804.176  3.4045737304619875e-21  3.404039789814018e-21
3804.18  3.399446668928543e-21  3.3989165080465135e-21
3804.184  3.394390086783155e-21  3.393863599775685e-21
3804.188  3.389403463009555e-21  3.3888805455526024e-21
3804.192  3.384486295007769e-21  3.3839668441760683e-21
3804.196  3.3796380983950774e-21  3.379122012493529e-21
3804.2  3.374858406829092e-21  3.374345585233421e-21
3804.204  3.3701467718558413e-21  3.369637114853285e-21
3804.208  3.3655027627858413e-21  3.364996171419241e-21
3804.212  3.360925966590689e-21  3.3604223425078992e-21
3804.216  3.3564159878316483e-21  3.3559152331302982e-21
3804.22  3.351972448612996e-21  3.3514744656930134e-21
3804.224  3.3475949885637566e-21  3.3470996799732437e-21
3804.228  3.343283264851207e-21  3.3427905331391065e-21
3804.232  3.3390369522197397e-21  3.338546699781205e-21
3804.236  3.3348557430660436e-21  3.3343678719925668e-21
3804.24  3.330739347544217e-21  3.3302537594658556e-21
3804.244  3.3266874937043864e-21  3.3262043671726485e-21
3804.248  3.322699657279199e-21  3.322218626658424e-21
3804.252  3.318776143501823e-21  3.318297108560811e-21
3804.256  3.3149164648570582e-21  3.314439324270239e-21
3804.26  3.3111204230851194e-21  3.310645074259215e-21
3804.264  3.307387839065498e-21  3.3069141779639674e-21
3804.268  3.3037185531811075e-21  3.3032464741436663e-21
3804.272  3.3001124257299237e-21  3.2996418212865185e-21
3804.276  3.296569337378867e-21  3.2961000980587203e-21
3804.28  3.2930891896641234e-21  3.292621203798829e-21
3804.284  3.2896719055413923e-21  3.2892050590634233e-21
3804.288  3.286317429982066e-21  3.285851606218262e-21
3804.292  3.28302573062505e-21  3.282560708958135e-21
3804.296  3.2797967984801305e-21  3.279332558166917e-21
3804.3  3.276630648686798e-21  3.276167064427763e-21
3804.304  3.2735273213321154e-21  3.2730642644143693e-21
3804.308  3.270486882323957e-21  3.2700242204018906e-21
3804.312  3.2675094243285096e-21  3.2670470212034e-21
3804.316  3.2645950677680213e-21  3.2641327831687226e-21
3804.32  3.2617439618818218e-21  3.261281651249204e-21
3804.324  3.2589577012474917e-21  3.258495215525603e-21
3804.328  3.2562336656743135e-21  3.2557708511095474e-21
3804.332  3.253525126551674e-21  3.2530618245084566e-21
3804.336  3.2509291293294922e-21  3.250465176116133e-21
3804.34  3.248397602875389e-21  3.2479328296073278e-21
3804.344  3.2459309206728593e-21  3.2454651531599817e-21
3804.348  3.2435294177879497e-21  3.2430624764613062e-21
3804.352  3.2411935452479104e-21  3.2407252451415333e-21
3804.356  3.2389237697224417e-21  3.238453920514474e-21
3804.36  3.2367206005920437e-21  3.236249006725633e-21
3804.364  3.234584591550952e-21  3.2341110524490382e-21
3804.368  3.2325163422003963e-21  3.232040652594156e-21
3804.372  3.23051649458462e-21  3.2300384449836422e-21
3804.376  3.228585754742467e-21  3.228105132065409e-21
3804.38  3.2267248639693813e-21  3.2262414523790284e-21
3804.384  3.2249346200898993e-21  3.2244482020622665e-21
3804.388  3.223215873410552e-21  3.2227262310806658e-21
3804.392  3.221569535859422e-21  3.2210764527020577e-21
3804.396  3.219996547306511e-21  3.219499810203072e-21
3804.4  3.218497926161619e-21  3.2179973279196925e-21
3804.404  3.217074734478958e-21  3.2165700768845134e-21
3804.408  3.2157280846015717e-21  3.2152191820856895e-21
3804.412  3.214459136245335e-21  3.213945820262219e-21
3804.416  3.2132690922504766e-21  3.212751216476266e-21
3804.42  3.2121591927111916e-21  3.2116366391807114e-21
3804.424  3.2111307071586523e-21  3.210603393468614e-21
3804.428  3.210184924458976e-21  3.2096528121807396e-21
3804.432  3.2093231400883186e-21  3.2087862445369255e-21
3804.436  3.2085466404958867e-21  3.208005042003086e-21
3804.44  3.2078566843658005e-21  3.20731054122107e-21
3804.444  3.2072544807547854e-21  3.2067040439491207e-21
3804.448  3.206741164317355e-21  3.2061867942218205e-21
3804.452  3.20631776809086e-21  3.2057599531717635e-21
3804.456  3.2059851775131537e-21  3.205424555129738e-21
3804.46  3.2057441685844504e-21  3.205181547851992e-21
3804.464  3.205595275291681e-21  3.2050316618882822e-21
3804.468  3.2055388266695265e-21  3.2049754493355246e-21
3804.472  3.2055748968305388e-21  3.2050132351285482e-21
3804.476  3.2057032675668858e-21  3.2051450802525618e-21
3804.48  3.205923382837697e-21  3.205370735906416e-21
3804.484  3.2062342911425958e-21  3.20568958428844e-21
3804.488  3.2066345725933515e-21  3.2061005624190903e-21
3804.492  3.2071222494876154e-21  3.206602067367871e-21
3804.496  3.2076946819275556e-21  3.207191843952397e-21
3804.5  3.2083484527840176e-21  3.2078668587356813e-21
3804.504  3.209079248392586e-21  3.2086231662689283e-21
3804.508  3.2098817424504555e-21  3.2094557747196885e-21
3804.512  3.2107494907621783e-21  3.2103585183975862e-21
3804.516  3.2116748441613765e-21  3.211323944648894e-21
3804.52  3.212648886550861e-21  3.2123432226247554e-21
3804.524  3.2136614048014157e-21  3.21340608174695e-21
3804.528  3.2147008972429495e-21  3.214500788312645e-21
3804.532  3.2157546274501585e-21  3.2156141693294753e-21
3804.536  3.2168087296649506e-21  3.2167316929705124e-21
3804.54  3.217848371200994e-21  3.217837614566261e-21
3804.544  3.218857975298863e-21  3.21891519541515e-21
3804.548  3.219821501879301e-21  3.2199469955175903e-21
3804.552  3.2207228020107206e-21  3.220915258931678e-21
3804.556  3.221545990830867e-21  3.2218023380503096e-21
3804.56  3.2222758896186045e-21  3.2225912070157742e-21
3804.564  3.222898472023755e-21  3.223265996413519e-21
3804.568  3.2234013119342172e-21  3.22381254121311e-21
3804.572  3.2237740055671515e-21  3.224218906765633e-21
3804.576  3.2240085427263586e-21  3.2244758583883574e-21
3804.58  3.2240996036017377e-21  3.224577241078707e-21
3804.584  3.2240447612575663e-21  3.224520240619544e-21
3804.588  3.2238445758173583e-21  3.2243055054835374e-21
3804.592  3.2234951137397904e-21  3.223929659766108e-21
3804.596  3.223017655330697e-21  3.223414970990923e-21
3804.6  3.222413692331081e-21  3.2227642792202557e-21
3804.604  3.2216944472782093e-21  3.2219904266804037e-21
3804.608  3.220873021090994e-21  3.221108303819709e-21
3804.612  3.219963960978276e-21  3.2201343136902484e-21
3804.616  3.2189828122972732e-21  3.219085827221837e-21
3804.62  3.217945677945135e-21  3.217980659964293e-21
3804.624  3.2168688055867328e-21  3.216836595148932e-21
3804.628  3.2157682186009948e-21  3.215670970897632e-21
3804.632  3.2146594016719177e-21  3.214500342163953e-21
3804.636  3.213557047017459e-21  3.2133402212890903e-21
3804.64  3.212474862791593e-21  3.2122048954535383e-21
3804.644  3.2114254414876518e-21  3.211107315093029e-21
3804.648  3.2104201833691873e-21  3.2100590445228147e-21
3804.652  3.209469268053627e-21  3.209070264511556e-21
3804.656  3.2085816662722676e-21  3.2081498160016305e-21
3804.66  3.2077651833649292e-21  3.2073052743986307e-21
3804.664  3.2070265260045335e-21  3.2065430444722133e-21
3804.668  3.2063713837598848e-21  3.205868466576885e-21
3804.672  3.2058045171253842e-21  3.2052859254476176e-21
3804.676  3.205329843336069e-21  3.2047989528454326e-21
3804.68  3.2049505104179253e-21  3.204410314725639e-21
3804.684  3.204668948419188e-21  3.2041220722627616e-21
3804.688  3.2044868848540298e-21  3.2039356042045553e-21
3804.692  3.2044053100115345e-21  3.203851576701145e-21
3804.696  3.2044243791893207e-21  3.2038698481250842e-21
3804.7  3.2045432472547256e-21  3.203989304711525e-21
3804.704  3.2047598520655477e-21  3.2042076439196652e-21
3804.708  3.205070701959268e-21  3.2045211610471272e-21
3804.712  3.2054707750909163e-21  3.2049246471184744e-21
3804.716  3.205953682011138e-21  3.205411549663455e-21
3804.72  3.2065122311787314e-21  3.205974536223787e-21
3804.724  3.207139424113961e-21  3.206606487428722e-21
3804.728  3.2078296880944364e-21  3.2073017276142382e-21
3804.732  3.208579962136889e-21  3.2080571088063046e-21
3804.736  3.2093902009370847e-21  3.208872512763766e-21
3804.74  3.2102630840462415e-21  3.209750558405991e-21
3804.744  3.2112030661194502e-21  3.210695650453324e-21
3804.748  3.212215175553298e-21  3.2117127766114512e-21
3804.752  3.213303977161286e-21  3.2128064689463757e-21
3804.756  3.2144729448345324e-21  3.2139801753929802e-21
3804.76  3.2157242618483863e-21  3.2152360590360442e-21
3804.764  3.2170589261008525e-21  3.2165751024615526e-21
3804.768  3.2184770052102734e-21  3.2179973620713012e-21
3804.772  3.21997792178349e-21  3.219502252676341e-21
3804.776  3.2215607023846423e-21  3.2210887958833998e-21
3804.78  3.223224166214071e-21  3.222755808271316e-21
3804.784  3.2249670540758726e-21  3.2245020299285772e-21
3804.788  3.2267881085033827e-21  3.2263262042136104e-21
3804.792  3.228686117882409e-21  3.228227121564829e-21
3804.796  3.2306599357097503e-21  3.2302036384990183e-21
3804.8  3.23270848338339e-21  3.2322548280150005e-21
3804.804  3.2348307423642785e-21  3.234379385939296e-21
3804.808  3.237025739578231e-21  3.2365764862729838e-21
3804.812  3.2392925285523673e-21  3.2388451875393472e-21
3804.816  3.2416301679328064e-21  3.2411845535406417e-21
3804.82  3.2440376985590048e-21  3.24359363034739e-21
3804.824  3.2465141200879038e-21  3.246071422843953e-21
3804.828  3.2490583681884194e-21  3.248616871867675e-21
3804.832  3.2516692934771884e-21  3.251228833096706e-21
3804.836  3.2543456436171414e-21  3.2539060591054847e-21
3804.84  3.257086050255135e-21  3.2566471862772146e-21
3804.844  3.2598890226854603e-21  3.259450728441691e-21
3804.848  3.262864115684761e-21  3.262426148380806e-21
3804.852  3.265787295736047e-21  3.265349606598802e-21
3804.856  3.268767912955508e-21  3.2683303633766547e-21
3804.86  3.2718041221940082e-21  3.2713665771555597e-21
3804.864  3.274894082500118e-21  3.2744564103228327e-21
3804.868  3.278036016239911e-21  3.2775980883225065e-21
3804.872  3.2812282785922454e-21  3.2807899691573486e-21
3804.876  3.2844688450137565e-21  3.2840301321977018e-21
3804.88  3.287757648491864e-21  3.2873183097773585e-21
3804.884  3.291093236339072e-21  3.2906531525632547e-21
3804.888  3.2944750579754903e-21  3.2940341118113735e-21
3804.892  3.2979029120845752e-21  3.2974609877847367e-21
3804.896  3.3013769318513103e-21  3.3009339149914e-21
3804.9  3.3048975456437057e-21  3.3044533228705822e-21
3804.904  3.30846541610785e-21  3.3080198748895032e-21
3804.908  3.312081362994393e-21  3.3116343913714863e-21
3804.912  3.3157462766990813e-21  3.3152977630377016e-21
3804.916  3.3194610302572083e-21  3.319010863006834e-21
3804.92  3.3232263974121515e-21  3.3227744648593303e-21
3804.924  3.327042983527059e-21  3.326588911238393e-21
3804.928  3.3309111747174347e-21  3.330455122836988e-21
3804.932  3.334831108931072e-21  3.3343729633765487e-21
3804.936  3.3388026709211066e-21  3.3383423164965075e-21
3804.94  3.3428255112932027e-21  3.3423628314505213e-21
3804.944  3.3468990881175116e-21  3.3464339647146337e-21
3804.948  3.351022727977428e-21  3.350555041041447e-21
3804.952  3.355195701882141e-21  3.3547253293715713e-21
3804.956  3.3594173102212003e-21  3.3589441277896464e-21
3804.96  3.363686970072773e-21  3.363210850834946e-21
3804.964  3.3680042977912777e-21  3.367525112093574e-21
3804.968  3.3723691800943283e-21  3.371886795288451e-21
3804.972  3.3767818278502078e-21  3.3762961080754428e-21
3804.976  3.381242808421376e-21  3.3807536143940873e-21
3804.98  3.3857530545743766e-21  3.3852602433897196e-21
3804.984  3.39031385030086e-21  3.3898172752520794e-21
3804.988  3.394926796137485e-21  3.3944263065511804e-21
3804.992  3.3995937583485705e-21  3.3990891994467036e-21
3804.996  3.404316807456185e-21  3.403808020248423e-21
3805.0  3.409098151975508e-21  3.408584973190063e-21
3805.004  3.413940072842896e-21  3.413422334905785e-21
3805.008  3.418844863132621e-21  3.418322394201342e-21
3805.012  3.423814776399084e-21  3.423287400472357e-21
3805.016  3.428851985622848e-21  3.42831952272889e-21
3805.02  3.433958553477126e-21  3.433420819970441e-21
3805.024  3.4391364135590676e-21  3.438593222536198e-21
3805.028  3.444387361484255e-21  3.4438385233515846e-21
3805.032  3.449713054263319e-21  3.449158377473323e-21
3805.036  3.455115016173476e-21  3.4545543081750415e-21
3805.04  3.460594649350736e-21  3.460027717782974e-21
3805.044  3.466153247449929e-21  3.465579901623901e-21
3805.048  3.4717920109666795e-21  3.471212063687844e-21
3805.052  3.477512063061757e-21  3.47692533284885e-21
3805.056  3.483314464985232e-21  3.4827207787493245e-21
3805.06  3.48920023044301e-21  3.488599426704801e-21
3805.064  3.495170338420188e-21  3.494562271144374e-21
3805.068  3.50122574415298e-21  3.50061028729336e-21
3805.072  3.507367388034647e-21  3.506744440890146e-21
3805.076  3.5135962023364965e-21  3.512965695834543e-21
3805.08  3.519913115644935e-21  3.5192750196648666e-21
3805.084  3.526319054959619e-21  3.525673386821961e-21
3805.088  3.5328122655294155e-21  3.532159099782634e-21
3805.092  3.539399028010973e-21  3.53873850763965e-21
3805.096  3.5460775723517134e-21  3.545409921525827e-21
3805.1  3.552848790715866e-21  3.552174329180953e-21
3805.104  3.559713546116266e-21  3.559032705295568e-21
3805.108  3.566672658371815e-21  3.565985999206194e-21
3805.112  3.573726886784924e-21  3.573035119268759e-21
3805.116  3.580876909330326e-21  3.580180913607613e-21
3805.12  3.5881232981222864e-21  3.587424146879618e-21
3805.124  3.595466490980887e-21  3.5947654727198e-21
3805.128  3.602906758955743e-21  3.6022054015029256e-21
3805.132  3.610444169753688e-21  3.609744263133713e-21
3805.136  3.6180785471671184e-21  3.6173821646309265e-21
3805.14  3.625809426754584e-21  3.625118942427933e-21
3805.144  3.633636008300348e-21  3.632954109495803e-21
3805.148  3.6415571058743365e-21  3.640886797713219e-21
3805.152  3.649571096694912e-21  3.648915696265891e-21
3805.156  3.657675870463111e-21  3.657038987381073e-21
3805.16  3.665868781309339e-21  3.665254281311958e-21
3805.164  3.674146605064768e-21  3.673558553229537e-21
3805.168  3.682505505079845e-21  3.681948085510865e-21
3805.172  3.690941010321855e-21  3.6904184198000524e-21
3805.176  3.699448009808431e-21  3.698964324102911e-21
3805.18  3.708020767620147e-21  3.707579780893008e-21
3805.184  3.716652962568822e-21  3.7162580027132096e-21
3805.188  3.725337756056887e-21  3.724991481759899e-21
3805.192  3.734067890670933e-21  3.733772079324662e-21
3805.196  3.742835820492651e-21  3.742591159492251e-21
3805.2  3.751633872116889e-21  3.751439769117323e-21
3805.204  3.760454432906383e-21  3.760308862653424e-21
3805.208  3.769290160331125e-21  3.7691895662105366e-21
3805.212  3.778134203602645e-21  3.778073470443691e-21
3805.216  3.786980426471485e-21  3.78695293718647e-21
3805.22  3.7958236184999984e-21  3.795821400871404e-21
3805.224  3.804659681563113e-21  3.804673643379065e-21
3805.228  3.81348577909323e-21  3.813506020910327e-21
3805.232  3.822300437768196e-21  3.822316624034916e-21
3805.236  3.8311035947644655e-21  3.831105357255486e-21
3805.24  3.839896588159711e-21  3.839873931793756e-21
3805.244  3.848682092916175e-21  3.8486257737501884e-21
3805.248  3.85746400950837e-21  3.8573658580384325e-21
3805.252  3.866247315965998e-21  3.866100485265293e-21
3805.256  3.875037896193728e-21  3.874837022771541e-21
3805.26  3.88384235766628e-21  3.8835836318986756e-21
3805.264  3.892667849862834e-21  3.892349001136325e-21
3805.268  3.901521891686454e-21  3.9011421000069876e-21
3805.272  3.91041221234697e-21  3.909971962499813e-21
3805.276  3.9193466069455764e-21  3.918847503241579e-21
3805.28  3.928332806054752e-21  3.927777365484335e-21
3805.284  3.93737838176553e-21  3.936769821522001e-21
3805.288  3.9464905507330365e-21  3.945832583159675e-21
3805.292  3.955676226674384e-21  3.954972871289623e-21
3805.296  3.9649418597611625e-21  3.964197278663331e-21
3805.3  3.974293416927117e-21  3.973511776825918e-21
3805.304  3.983736365446218e-21  3.9829217271055885e-21
3805.308  3.993275682252214e-21  3.9924319162579124e-21
3805.312  4.002915884412719e-21  4.002046610915815e-21
3805.316  4.0126610731944294e-21  4.011769622549854e-21
3805.32  4.0225149827389184e-21  4.021604373642819e-21
3805.324  4.032481024980139e-21  4.03155395671238e-21
3805.328  4.042562324817507e-21  4.041621180416968e-21
3805.332  4.05276174285974e-21  4.051808600395556e-21
3805.336  4.0630818886032524e-21  4.062118538113523e-21
3805.34  4.073525114334942e-21  4.072553078431412e-21
3805.344  4.084093526573401e-21  4.083114083095488e-21
3805.348  4.094788976421056e-21  4.093803181900734e-21
3805.352  4.10561309396583e-21  4.104621806964582e-21
3805.356  4.116567179587052e-21  4.115571083244773e-21
3805.36  4.1276523953256906e-21  4.12665201866028e-21
3805.364  4.138869668271821e-21  4.137865405950886e-21
3805.368  4.150219744988314e-21  4.149211875420586e-21
3805.372  4.161703219029095e-21  4.160691920716718e-21
3805.376  4.173320559189838e-21  4.172305925361694e-21
3805.38  4.185072137030003e-21  4.1840541886187504e-21
3805.384  4.196958252600611e-21  4.1959369496618475e-21
3805.388  4.2089791576475076e-21  4.207954409338586e-21
3805.392  4.221135091775878e-21  4.220106765015243e-21
3805.396  4.23342623648114e-21  4.232394163422973e-21
3805.4  4.245852824599821e-21  4.24481680904525e-21
3805.404  4.258415088807149e-21  4.25737491167248e-21
3805.408  4.2711132868707504e-21  4.2700687108290255e-21
3805.412  4.2839477090174304e-21  4.282898482409841e-21
3805.416  4.296918683547439e-21  4.295864543662111e-21
3805.42  4.310026580982595e-21  4.308967256788147e-21
3805.424  4.323271817034816e-21  4.322207031437223e-21
3805.428  4.336654854597942e-21  4.335584326290913e-21
3805.432  4.350176204983547e-21  4.3490996499517396e-21
3805.436  4.363836428560639e-21  4.362753561285857e-21
3805.44  4.377636134929972e-21  4.376546669342464e-21
3805.444  4.3915759827699426e-21  4.390479632988102e-21
3805.448  4.405656679414571e-21  4.40455316030217e-21
3805.452  4.4198789802627975e-21  4.418768007834358e-21
3805.456  4.434243688058271e-21  4.433124979760368e-21
3805.46  4.448751652112061e-21  4.4476249269913666e-21
3805.464  4.4634037674720066e-21  4.462268746262638e-21
3805.468  4.478200974090963e-21  4.477057379222694e-21
3805.472  4.493144256007253e-21  4.491991811554418e-21
3805.476  4.5082346405451866e-21  4.5070730721312944e-21
3805.48  4.523473197572942e-21  4.5223022322269455e-21
3805.484  4.5388610387927166e-21  4.537680404777154e-21
3805.488  4.554399317094934e-21  4.553208743709321e-21
3805.492  4.570089225972094e-21  4.568888443331592e-21
3805.496  4.5859319989861786e-21  4.5847207377854015e-21
