# H2O 3800-3825, p=1013hPa T=250K. nu  sigma_Voigt  sigma_HartmannTran
3820.592  1.1702603384562043e-19  1.159216911390411e-19
3820.596  1.2097666186506491e-19  1.1983964088623794e-19
3820.6  1.2509300114768677e-19  1.2392529148324975e-19
3820.604  1.2938036928112226e-19  1.2818463335155544e-19
3820.608  1.3384377703453214e-19  1.3262345876848326e-19
3820.612  1.3848781441566845e-19  1.37247259138681e-19
3820.616  1.433165175257737e-19  1.420611027839592e-19
3820.62  1.483332142254252e-19  1.4706949070185437e-19
3820.624  1.5354034673845046e-19  1.5227618767208762e-19
3820.628  1.5893926953032204e-19  1.576840260806506e-19
3820.632  1.6453002117694935e-19  1.6329467995996775e-19
3820.636  1.703110695376087e-19  1.6910840706456272e-19
3820.64  1.7627903036277197e-19  1.7512375732798025e-19
3820.644  1.8242836063127297e-19  1.8133724692683393e-19
3820.648  1.8875102939388534e-19  1.877429984163235e-19
3820.652  1.9523617078806739e-19  1.943323491304544e-19
3820.656  2.0186972621112852e-19  2.010934323515218e-19
3820.66  2.086340853399055e-19  2.0801073866816315e-19
3820.664  2.1550773881349214e-19  2.1506466860198813e-19
3820.668  2.224649587562786e-19  2.2223109189267e-19
3820.672  2.2947552682990533e-19  2.2948093380516977e-19
3820.676  2.365045328167444e-19  2.367798141805549e-19
3820.68  2.435122696080313e-19  2.4408777046771665e-19
3820.684  2.5045425235415746e-19  2.5135910103162864e-19
3820.688  2.5728138997250113e-19  2.585423689799426e-19
3820.692  2.6394033564483384e-19  2.6558060867586135e-19
3820.696  2.7037403878577747e-19  2.724117758956738e-19
3820.7  2.7652251391413373e-19  2.789694772562677e-19
3820.704  2.823238316234196e-19  2.851840040230235e-19
3820.708  2.877153236341899e-19  2.909836791971837e-19
3820.712  2.926349782893317e-19  2.962965049443246e-19
3820.716  2.970229858331981e-19  3.010520709047454e-19
3820.72  3.008233759943415e-19  3.05183654893474e-19
3820.724  3.03985675549441e-19  3.0863041902358146e-19
3820.728  3.064665027309745e-19  3.11339580389584e-19
3820.732  3.0823101041885774e-19  3.1326842035696924e-19
3820.736  3.092540922324378e-19  3.143859937227474e-19
3820.74  3.095212758518807e-19  3.146744111498215e-19
3820.744  3.0902924523366324e-19  3.141295949361955e-19
3820.748  3.0778595692120375e-19  3.127614475183818e-19
3820.752  3.05810342759427e-19  3.105934192003126e-19
3820.756  3.0313161928383845e-19  3.0766151050143287e-19
3820.76  2.9978824984056703e-19  3.0401278875580217e-19
3820.764  2.9582662646202114e-19  2.99703532646732e-19
3820.768  2.9129955272227676e-19  2.9479713857021493e-19
3820.772  2.8626461529648124e-19  2.893619279043236e-19
3820.776  2.807825307637984e-19  2.8346898552190445e-19
3820.78  2.749155463429802e-19  2.77190140266882e-19
3820.784  2.687259603366379e-19  2.705961716136048e-19
3820.788  2.6227481203533113e-19  2.637552975227125e-19
3820.792  2.556207737268143e-19  2.567319703120666e-19
3820.796  2.488192609175596e-19  2.4958598278271473e-19
3820.8  2.4192176230447147e-19  2.4237186754765805e-19
3820.804  2.3497537921922384e-19  2.3513855900045236e-19
3820.808  2.2802255556428573e-19  2.2792927936462076e-19
3820.812  2.211009736972027e-19  2.207816070532371e-19
3820.816  2.1424358888193113e-19  2.1372768598185927e-19
3820.82  2.0747877442134571e-19  2.0679453751556258e-19
3820.824  2.0083055079546988e-19  2.0000444132330655e-19
3820.828  1.943188745068653e-19  1.9337535673391939e-19
3820.832  1.8795996544904594e-19  1.8692136167504281e-19
3820.836  1.8176665497381873e-19  1.8065309140915968e-19
3820.84  1.7574874023839766e-19  1.7457816390562449e-19
3820.844  1.699133336002612e-19  1.6870158262405102e-19
3820.848  1.6426519867572488e-19  1.630261107103517e-19
3820.852  1.5880706717520832e-19  1.5755261320767058e-19
3820.856  1.5353993267157239e-19  1.5228036584324083e-19
3820.86  1.48463319153029e-19  1.472073304455343e-19
3820.864  1.4357552351152964e-19  1.423303980805986e-19
3820.868  1.3887383213661335e-19  1.3764560172711083e-19
3820.872  1.343547124855631e-19  1.3314830072548834e-19
3820.876  1.3001398100280646e-19  1.2883333947332338e-19
3820.88  1.2584694906144125e-19  1.2469518290341383e-19
3820.884  1.2184854874377762e-19  1.207280312217337e-19
3820.888  1.1801344034242125e-19  1.1692591627738146e-19
3820.892  1.1433610342457692e-19  1.1328278175922778e-19
3820.896  1.1081091325216071e-19  1.0979254925310694e-19
3820.9  1.0743220427019544e-19  1.0644917202685289e-19
3820.904  1.0419432227744254e-19  1.0324667824597362e-19
3820.908  1.0109166680428191e-19  1.0017920518436793e-19
3820.912  9.81187250484271e-20  9.724102578446976e-20
3820.916  9.527009888384537e-20  9.442656906080517e-20
3820.92  9.254052543632378e-20  9.173043480230957e-20
3820.924  8.992489302256767e-20  8.914740432180313e-20
3820.928  8.741825266197126e-20  8.667244740746189e-20
3820.932  8.50158261081343e-20  8.430072636695364e-20
3820.936  8.271301095462107e-20  8.202759766244529e-20
3820.94  8.050538332094191e-20  7.984861158805051e-20
3820.944  7.838869852658372e-20  7.7759510346198e-20
3820.948  7.635889023796418e-20  7.575622495993095e-20
3820.952  7.441206811986124e-20  7.383487100890682e-20
3820.956  7.254451463532341e-20  7.199174379328816e-20
3820.96  7.075268093992887e-20  7.022331283566247e-20
3820.964  6.903318217968575e-20  6.852621599823473e-20
3820.968  6.738279233269687e-20  6.689725332713558e-20
3820.972  6.579843873067224e-20  6.533338073482869e-20
3820.976  6.427719637249153e-20  6.38317036108275e-20
3820.98  6.281628211828102e-20  6.238947042993456e-20
3820.984  6.141304884156635e-20  6.100406641871724e-20
3820.988  6.006497959628103e-20  5.967300732242292e-20
3820.992  5.876968184702077e-20  5.839393330802246e-20
3820.996  5.752488180070526e-20  5.716460303059938e-20
3821.0  5.632841886672993e-20  5.598288788070429e-20
3821.004  5.517824027110829e-20  5.484676643002306e-20
3821.008  5.407239583941345e-20  5.37543190831794e-20
3821.012  5.3009032961759865e-20  5.2703722942908836e-20
3821.016  5.198639174903004e-20  5.169324689267053e-20
3821.02  5.100280038396282e-20  5.0721246895943223e-20
3821.024  5.005667067145377e-20  4.978616151278995e-20
3821.028  4.9146493790850447e-20  4.888650763331431e-20
3821.032  4.827083623835688e-20  4.8020876413411816e-20
3821.036  4.742833597093426e-20  4.718792942191277e-20
3821.04  4.66176987345363e-20  4.638639498002732e-20
3821.044  4.583769457692115e-20  4.561506469169028e-20
3821.048  4.508715453584585e-20  4.487279015424769e-20
3821.052  4.436496749552166e-20  4.4158479841210775e-20
3821.056  4.3670077203631444e-20  4.347109614841416e-20
3821.06  4.300147943938059e-20  4.2809652593248423e-20
3821.064  4.235821932592702e-20  4.2173211159652394e-20
3821.068  4.173938877782547e-20  4.1560879778947465e-20
3821.072  4.114412407685076e-20  4.0971809939430684e-20
3821.076  4.057160356832138e-20  4.040519441649278e-20
3821.08  4.002104547372619e-20  3.986026511874189e-20
3821.084  3.949170581452244e-20  3.9336291044802216e-20
3821.088  3.898287644533869e-20  3.8832576348798966e-20
3821.092  3.8493883197019494e-20  3.8348458514850733e-20
3821.096  3.802408413138851e-20  3.788330664232013e-20
3821.1  3.7572867914215397e-20  3.7436519848232954e-20
3821.104  3.713965231308358e-20  3.70075257935085e-20
3821.108  3.6723882829385574e-20  3.659577934219062e-20
3821.112  3.632503147338096e-20  3.620076136258762e-20
3821.116  3.594259568792116e-20  3.582197767593666e-20
3821.12  3.5576097422970124e-20  3.545972416915944e-20
3821.124  3.522508235348667e-20  3.5112002537708424e-20
3821.128  3.4889119224054134e-20  3.4779174310276715e-20
3821.132  3.456779929253963e-20  3.446083746111609e-20
3821.136  3.426073583442351e-20  3.415661160527351e-20
3821.14  3.396756366441102e-20  3.38661375391031e-20
3821.144  3.3687938629878257e-20  3.3589076751568207e-20
3821.148  3.3421537037583577e-20  3.332511086778147e-20
3821.152  3.3168054987566905e-20  3.307394099876667e-20
3821.156  3.292720760463736e-20  3.2835286987865806e-20
3821.16  3.269872817728528e-20  3.260888656368069e-20
3821.164  3.2482367228929194e-20  3.2394494424495024e-20
3821.168  3.227789155821757e-20  3.219188129092565e-20
3821.172  3.20850832886518e-20  3.199964199937863e-20
3821.176  3.1903738966301354e-20  3.1820001813509875e-20
3821.18  3.1733668735950205e-20  3.165153805181066e-20
3821.184  3.157469561602143e-20  3.149407682554859e-20
3821.188  3.142665488149454e-20  3.13474562975345e-20
3821.192  3.128939355389471e-20  3.1211526180326295e-20
3821.196  3.116276999071137e-20  3.108614733326912e-20
3821.2  3.104665356141739e-20  3.0971191445580425e-20
3821.204  3.0940924395683876e-20  3.0866540791081736e-20
3821.208  3.0845473189416805e-20  3.077208804022822e-20
3821.212  3.076020105545869e-20  3.068773611630107e-20
3821.216  3.06850194083885e-20  3.0613398085208407e-20
3821.22  3.0619849874835555e-20  3.0548997070331525e-20
3821.224  3.0564624223273634e-20  3.0494466186391804e-20
3821.228  3.051928430921352e-20  3.0449748488270307e-20
3821.232  3.048378203321853e-20  3.0414796932222385e-20
3821.236  3.0458079310616947e-20  3.0389574348355055e-20
3821.24  3.044214805245373e-20  3.037405342394563e-20
3821.244  3.0435970157963166e-20  3.036821669785539e-20
3821.248  3.04395375191881e-20  3.037205656670041e-20
3821.252  3.0452852038586383e-20  3.0385575303606975e-20
3821.256  3.047592566060466e-20  3.0408785090534587e-20
3821.26  3.050878041820908e-20  3.04417080651753e-20
3821.264  3.0551448495357544e-20  3.04843763833833e-20
3821.268  3.060397230644086e-20  3.053683229819322e-20
3821.272  3.0666404593561264e-20  3.059912825626454e-20
3821.276  3.07388085426094e-20  3.067132701273178e-20
3821.28  3.082125791901305e-20  3.0753501765312826e-20
3821.284  3.09138372239701e-20  3.0845736308478814e-20
3821.288  3.1016641872173865e-20  3.094812520870449e-20
3821.292  3.112977839170838e-20  3.1060774001436876e-20
3821.296  3.125336464713719e-20  3.1183799410821784e-20
3821.3  3.1387530086652824e-20  3.131732959301287e-20
3821.304  3.1532416014145235e-20  3.146150440393806e-20
3821.308  3.168817588740398e-20  3.161647569268635e-20
3821.312  3.185497564318833e-20  3.178240762125433e-20
3821.316  3.2032994050491976e-20  3.195947701195197e-20
3821.32  3.222242309311378e-20  3.2147873723546197e-20
3821.324  3.242346838268517e-20  3.23478010572763e-20
3821.328  3.263634960385009e-20  3.2559476194404923e-20
3821.332  3.286130099265619e-20  3.2783130666342724e-20
3821.336  3.3098571850095743e-20  3.301901085923701e-20
3821.34  3.334842709246041e-20  3.326737855466097e-20
3821.344  3.361114784027542e-20  3.3528511508146756e-20
3821.348  3.388703204831973e-20  3.3802704067996835e-20
3821.352  3.4176395178413025e-20  3.4090267836048475e-20
3821.356  3.4479570917848234e-20  3.439153237319761e-20
3821.36  3.4796911945694445e-20  3.470684595187948e-20
3821.364  3.5128790750304556e-20  3.503657635877647e-20
3821.368  3.547560050031798e-20  3.538111174999905e-20
3821.372  3.5837755972847816e-20  3.5740861562380445e-20
3821.376  3.62156945420863e-20  3.611625748404437e-20
3821.38  3.660987723171339e-20  3.650775448759901e-20
3821.384  3.7020789835614025e-20  3.691583193037536e-20
3821.388  3.744894411015724e-20  3.734235007142763e-20
3821.392  3.7894878963954956e-20  3.7785188064583354e-20
3821.396  3.835916212426946e-20  3.824620575817066e-20
3821.4  3.884239109803589e-20  3.8725992568802057e-20
3821.404  3.9345195016025924e-20  3.9225169030909354e-20
3821.408  3.9868236177954754e-20  3.974438831211953e-20
3821.412  4.041221178013665e-20  4.0284337909394314e-20
3821.416  4.097785575278063e-20  4.084574145295264e-20
3821.42  4.1565940713472163e-20  4.1429360624462374e-20
3821.424  4.217728004512801e-20  4.203599719773469e-20
3821.428  4.281273010491295e-20  4.266649520836077e-20
3821.432  4.347319257331844e-20  4.3321743261468155e-20
3821.436  4.4159616951827097e-20  4.400267698600357e-20
3821.44  4.487300321797383e-20  4.4709582596859e-20
3821.444  4.5614404647507065e-20  4.5444882511937434e-20
3821.448  4.638493081947127e-20  4.620898481818458e-20
3821.452  4.7185750798284777e-20  4.7003041220550146e-20
3821.456  4.801809652553833e-20  4.7828265282077875e-20
3821.46  4.888326642457736e-20  4.8685935977303803e-20
3821.464  4.9782629215557357e-20  4.9577401455421473e-20
3821.468  5.071762797974325e-20  5.050408305244284e-20
3821.472  5.168978446553856e-20  5.146747954542822e-20
3821.476  5.2700703656233967e-20  5.246917166952045e-20
3821.48  5.3752078612464045e-20  5.3510826911680215e-20
3821.484  5.484569559950601e-20  5.459420459239783e-20
3821.488  5.598343951283871e-20  5.5721161250181e-20
3821.492  5.716729961229436e-20  5.689365634084659e-20
3821.496  5.839937557359464e-20  5.81137582624689e-20
3821.5  5.9681883866927e-20  5.938365071810853e-20
3821.504  6.101716446505856e-20  6.070563942184377e-20
3821.508  6.240768788505956e-20  6.208215915575582e-20
3821.512  6.38560625613374e-20  6.351578117988254e-20
3821.516  6.536504254309245e-20  6.500922099342985e-20
3821.52  6.693753550796946e-20  6.656534644511158e-20
3821.524  6.857661107323319e-20  6.818718618130929e-20
3821.528  7.02855093875868e-20  6.987793842378847e-20
3821.532  7.206764998118481e-20  7.164098006481643e-20
3821.536  7.39266408514294e-20  7.347987606937272e-20
3821.54  7.586628777017761e-20  7.539838918435356e-20
3821.544  7.789060379842523e-20  7.740048995763494e-20
3821.548  8.000381901098078e-20  7.94903670891784e-20
3821.552  8.221039043589403e-20  8.167243814193543e-20
3821.556  8.45150122067776e-20  8.395136063752714e-20
3821.56  8.692262589913597e-20  8.633204353890856e-20
3821.564  8.943843093997961e-20  8.881965904538466e-20
3821.568  9.206789486450741e-20  9.141965451523105e-20
3821.572  9.481676301221468e-20  9.413776415590219e-20
3821.576  9.769106706056767e-20  9.698001993414651e-20
3821.58  1.0069713159308948e-19  9.995276096432459e-20
3821.584  1.0384157777636426e-19  1.0306264051829884e-19
3821.588  1.0713132316999775e-19  1.0631662975754049e-19
3821.592  1.1057357673053956e-19  1.0972201733256663e-19
3821.596  1.1417582815067505e-19  1.1328640408186082e-19
3821.6  1.179458306982481e-19  1.170176920912171e-19
3821.604  1.2189157666837036e-19  1.2092406732599811e-19
3821.608  1.2602126435915822e-19  1.250139748453413e-19
3821.612  1.3034325516651374e-19  1.2929608528582716e-19
3821.616  1.3486601901158416e-19  1.3377925090577581e-19
3821.62  1.3959806587937575e-19  1.384724490207142e-19
3821.624  1.4454786085642752e-19  1.433847102292416e-19
3821.628  1.4972371966271884e-19  1.48525028375233e-19
3821.632  1.551336814151357e-19  1.5390224884817676e-19
3821.636  1.6078535487081848e-19  1.5952493121536964e-19
3821.64  1.6668573452199032e-19  1.6540118214384277e-19
3821.644  1.7284098243976946e-19  1.7153845388776426e-19
3821.648  1.792561719341417e-19  1.7794330352245783e-19
3821.652  1.8593498923198424e-19  1.8462110791321719e-19
3821.656  1.9287938977972422e-19  1.9157572941745495e-19
3821.66  2.000892065442137e-19  1.9880912762713502e-19
3821.664  2.075617089238759e-19  2.0632091318572595e-19
3821.668  2.152911126557278e-19  2.141078409499957e-19
3821.672  2.232680436193882e-19  2.221632417647835e-19
3821.676  2.3147896172086636e-19  2.304763949749924e-19
3821.68  2.399055552991173e-19  2.390318478309993e-19
3821.684  2.4852412168195323e-19  2.4780869323724384e-19
3821.688  2.57304955658677e-19  2.5677982405974024e-19
3821.692  2.6621177459116237e-19  2.65911190506867e-19
3821.696  2.752012162636592e-19  2.751610967462883e-19
3821.7  2.842224529725907e-19  2.8447958369273167e-19
3821.704  2.9321697189021674e-19  2.9380795598225894e-19
3821.708  3.0211857645083756e-19  3.030785214951948e-19
3821.712  3.108536651633529e-19  3.122146198031282e-19
3821.716  3.193418413995939e-19  3.2113101944083125e-19
3821.72  3.2749689913729786e-19  3.297347606553726e-19
3821.724  3.352282141710004e-19  3.379265076551196e-19
3821.728  3.4244254756346397e-19  3.4560245039964595e-19
3821.732  3.4904623855060955e-19  3.5265675964924133e-19
3821.736  3.5494772932554474e-19  3.589845510703708e-19
3821.74  3.600603271929325e-19  3.644852580091432e-19
3821.744  3.6430507455298395e-19  3.6906625388588205e-19
3821.748  3.6761356902562645e-19  3.726465123530015e-19
3821.752  3.6993055966079095e-19  3.751600558616139e-19
3821.756  3.7121614455170017e-19  3.7655892996018644e-19
3821.76  3.7144741247917516e-19  3.768154577121624e-19
3821.764  3.706194058962496e-19  3.7592357730141596e-19
3821.768  3.687453317085768e-19  3.7389914205182843e-19
3821.772  3.6585600404279054e-19  3.707791555169304e-19
3821.776  3.61998562838168e-19  3.666200118074681e-19
3821.78  3.5723456615911508e-19  3.6149489836265344e-19
3821.784  3.516375964454664e-19  3.554905829522749e-19
3821.788  3.4529054720382887e-19  3.4870384134702556e-19
3821.792  3.382827652732675e-19  3.4123778519888006e-19
3821.796  3.307072147531866e-19  3.331983240123418e-19
3821.8  3.2265781283448e-19  3.246909560673311e-19
3821.804  3.1422703837216475e-19  3.158180089403709e-19
3821.808  3.0550390843461094e-19  3.0667642239118784e-19
3821.812  2.96572351983377e-19  2.9735608329992835e-19
3821.816  2.8750999554864886e-19  2.8793869744844357e-19
3821.82  2.7838734318456364e-19  2.7849714592175693e-19
3821.824  2.6926731427592543e-19  2.690952557718113e-19
3821.828  2.602050902266484e-19  2.597879060806429e-19
3821.832  2.5124821494823987e-19  2.5062139038077207e-19
3821.836  2.4243689310820136e-19  2.416339619481318e-19
3821.84  2.3380443309033197e-19  2.3285649764160704e-19
3821.844  2.2537778717114396e-19  2.243132267694571e-19
3821.848  2.1717814837479625e-19  2.1602248251933176e-19
3821.852  2.0922157097619789e-19  2.0799744392403957e-19
3821.856  2.015195888727246e-19  2.0024684546813388e-19
3821.86  1.9407981272382125e-19  1.9277563915182067e-19
3821.864  1.869064925031233e-19  1.8558559996728772e-19
3821.868  1.8000103693534525e-19  1.7867587052083725e-19
3821.872  1.7336248509489309e-19  1.720434440108692e-19
3821.876  1.669879284153393e-19  1.6568358726497836e-19
3821.88  1.6087288354379446e-19  1.5959020718589952e-19
3821.884  1.55011618001949e-19  1.5375616494773132e-19
3821.888  1.493974316603592e-19  1.4817354283212604e-19
3821.892  1.440228976158802e-19  1.428338687406422e-19
3821.896  1.3888006637289082e-19  1.3772830336018694e-19
3821.9  1.3396063729382348e-19  1.3284779471989992e-19
3821.904  1.2925610117702943e-19  1.281832045283842e-19
3821.908  1.247578576362569e-19  1.2372541030810145e-19
3821.912  1.2045731066509908e-19  1.1946538691041723e-19
3821.916  1.1634594547629438e-19  1.153942705959814e-19
3821.92  1.1241538938717078e-19  1.1150340847136135e-19
3821.924  1.0865745919930824e-19  1.0778439569781533e-19
3821.928  1.0506419723682215e-19  1.0422910257041966e-19
3821.932  1.0162789791187216e-19  1.0082969324959511e-19
3821.936  9.834112644026839e-20  9.757863767060159e-20
3821.94  9.519671417279932e-20  9.446870099565093e-20
3821.944  9.218783328691978e-20  9.149301325346787e-20
3821.948  8.9307897934703e-20  8.864496616669822e-20
3821.952  8.655063125936199e-20  8.591827649012674e-20
3821.956  8.391004506291612e-20  8.330696256039609e-20
3821.96  8.138043429328468e-20  8.080533615135416e-20
3821.964  7.895636992459609e-20  7.840799314233802e-20
3821.968  7.663269063159428e-20  7.6109803341444e-20
3821.972  7.440449360341387e-20  7.390589975717466e-20
3821.976  7.226712476937164e-20  7.179166754573935e-20
3821.98  7.021616865911988e-20  6.976273281693617e-20
3821.984  6.824743808277138e-20  6.781495145000165e-20
3821.988  6.635696377169981e-20  6.59443980307079e-20
3821.992  6.45409810550565e-20  6.414735195942021e-20
3821.996  6.27959319061452e-20  6.24202990425498e-20
3822.0  6.111843681239681e-20  6.075990300270187e-20
3822.004  5.950529734183311e-20  5.916300776455006e-20
3822.008  5.795348382557932e-20  5.762662492268341e-20
3822.012  5.646012642983882e-20  5.614792465345835e-20
3822.016  5.502250659356855e-20  5.472422703750054e-20
3822.02  5.363804883849303e-20  5.3352993791437644e-20
3822.024  5.230431295807535e-20  5.2031820408633724e-20
3822.028  5.1018986581405026e-20  5.0758428699197976e-20
3822.032  4.977987810774763e-20  4.953065972021913e-20
3822.036  4.858491000444784e-20  4.834646708491914e-20
3822.04  4.7432112455992796e-20  4.7203910635211204e-20
3822.044  4.631961735540256e-20  4.610115046605438e-20
3822.048  4.5245652623081885e-20  4.5036441284451815e-20
3822.052  4.420853684041679e-20  4.4008127088507355e-20
3822.056  4.320667418480132e-20  4.3014636151641035e-20
3822.06  4.223854965029242e-20  4.205447629494316e-20
3822.064  4.1302724542222056e-20  4.112623043492481e-20
3822.068  4.039783223002553e-20  4.02285523901277e-20
3822.072  3.95225741460282e-20  3.9360162933648914e-20
3822.076  3.8675716015318483e-20  3.851984607621191e-20
3822.08  3.785608430597595e-20  3.7706445568609906e-20
3822.084  3.7062562885786135e-20  3.6919551045523006e-20
3822.088  3.629408987416884e-20  3.6156722083837537e-20
3822.092  3.554965467843973e-20  3.5417666926303254e-20
3822.096  3.482829520233918e-20  3.470143733664155e-20
3822.1  3.41290952183371e-20  3.4007130169807866e-20
3822.104  3.345118189268508e-20  3.333388494063653e-20
3822.108  3.2793723454469944e-20  3.2680881534385915e-20
3822.112  3.21559270003235e-20  3.204733805087622e-20
3822.116  3.153703642545536e-20  3.143250877291956e-20
3822.12  3.093633047475426e-20  3.083568225284598e-20
3822.124  3.035312090552841e-20  3.0256179508757196e-20
3822.128  2.978675075540806e-20  2.9693352324106096e-20
3822.132  2.923659270925814e-20  2.914524310133412e-20
3822.136  2.8702047558085205e-20  2.8613992540436435e-20
3822.14  2.818254274554746e-20  2.809763942612162e-20
3822.144  2.767753099579118e-20  2.7595643561674764e-20
3822.148  2.718648901799299e-20  2.710748834990494e-20
3822.152  2.6708916283266023e-20  2.6632679592217336e-20
3822.156  2.624433386882056e-20  2.6170744353665686e-20
3822.16  2.579228336654538e-20  2.572122989122186e-20
3822.164  2.5352325851487124e-20  2.5283702640794155e-20
3822.168  2.492404090754015e-20  2.485774726037533e-20
3822.172  2.4507025706520677e-20  2.4442965725550618e-20
3822.176  2.4100894138889082e-20  2.4038976475678454e-20
3822.18  2.370527599290268e-20  2.3645413607602864e-20
3822.184  2.331981540129327e-20  2.3261925336016563e-20
3822.188  2.2944173227516757e-20  2.2888176392585002e-20
3822.192  2.2578021704111656e-20  2.25238426764265e-20
3822.196  2.222104690284137e-20  2.216861373564278e-20
3822.2  2.1872947345436396e-20  2.182219138878282e-20
3822.204  2.153343344675558e-20  2.148428917808583e-20
3822.208  2.120222696282107e-20  2.1154631826998887e-20
3822.212  2.0879060503859423e-20  2.0832954762140326e-20
3822.216  2.056367706414464e-20  2.0519003651537463e-20
3822.22  2.0255829584533433e-20  2.0212533975058743e-20
3822.224  1.9955280542209597e-20  1.9913310621587944e-20
3822.228  1.966180156500881e-20  1.9621107510349206e-20
3822.232  1.9375173066840663e-20  1.9335707232905362e-20
3822.236  1.9095183901832792e-20  1.905690071350312e-20
3822.24  1.8821631033662618e-20  1.8784486884241575e-20
3822.244  1.8554319217413795e-20  1.851827237241917e-20
3822.248  1.8293060691589513e-20  1.8258071197725665e-20
3822.252  1.803767487776374e-20  1.80037044767707e-20
3822.256  1.7787988086958847e-20  1.775500013405024e-20
3822.26  1.7543833231333828e-20  1.751179261796842e-20
3822.264  1.7305049541184997e-20  1.7273922621917905e-20
3822.268  1.7071482286991693e-20  1.7041236810171798e-20
3822.272  1.6842982507667985e-20  1.681358754976646e-20
3822.276  1.6619406745507357e-20  1.6590832648863364e-20
3822.28  1.6400616789035386e-20  1.637283510283752e-20
3822.284  1.6186479424995164e-20  1.615946284930166e-20
3822.288  1.597686620012349e-20  1.5950588532763252e-20
3822.292  1.5771653194082623e-20  1.574608928026975e-20
3822.296  1.557072080382395e-20  1.5545846488332342e-20
3822.3  1.5373953539916872e-20  1.534974562168097e-20
3822.304  1.518123983510721e-20  1.5157676024107066e-20
3822.308  1.4992471864689692e-20  1.4969530740996867e-20
3822.312  1.4807545378850702e-20  1.4785206353719955e-20
3822.316  1.4626359546177204e-20  1.4604602825066352e-20
3822.32  1.4448816807838883e-20  1.4427623355258115e-20
3822.324  1.4274822741833855e-20  1.425417424791811e-20
3822.328  1.41042859362237e-20  1.408416478494534e-20
3822.332  1.393711787096217e-20  1.3917507109884113e-20
3822.336  1.3773232807213097e-20  1.3754116118712206e-20
3822.34  1.3612547683490184e-20  1.3593909357360055e-20
3822.344  1.3454982017979542e-20  1.3436806925351986e-20
3822.348  1.3300457816106136e-20  1.3282731384611081e-20
3822.352  1.3148899483111612e-20  1.3131607673218323e-20
3822.356  1.3000233740825584e-20  1.2983363023297235e-20
3822.36  1.2854389548387668e-20  1.2837926882797637e-20
3822.364  1.2711298026262657e-20  1.2695230840509508e-20
3822.368  1.2570892383562515e-20  1.2555208554341743e-20
3822.372  1.2433107848152243e-20  1.241779568232478e-20
3822.376  1.2297881599405014e-20  1.2282929816225611e-20
3822.38  1.2165152703499498e-20  1.2150550417656709e-20
3822.384  1.2034862050881111e-20  1.2020598756307945e-20
3822.388  1.1906952296072135e-20  1.1893017850490157e-20
3822.392  1.1781367799497867e-20  1.1767752409654303e-20
3822.396  1.1658054571321584e-20  1.164474877888805e-20
3822.4  1.1536960217282626e-20  1.1523954885383008e-20
3822.404  1.141803388626277e-20  1.1405320186593349e-20
3822.408  1.1301226219802345e-20  1.1288795620319737e-20
3822.412  1.1186489303300485e-20  1.1174333556451361e-20
3822.416  1.1073776618920397e-20  1.1061887750377217e-20
3822.42  1.0963043000211964e-20  1.09514132981017e-20
3822.424  1.0854244588212563e-20  1.0842866592801499e-20
3822.428  1.0747338789234608e-20  1.0736205283061295e-20
3822.432  1.06422842341011e-20  1.063138823252173e-20
3822.436  1.0539040738848462e-20  1.0528375480984472e-20
3822.44  1.043756926690855e-20  1.042712820697351e-20
3822.444  1.0337831892549157e-20  1.0327608691534067e-20
3822.448  1.0239791765763113e-20  1.0229780283468665e-20
3822.452  1.0143413078375166e-20  1.0133607365770393e-20
3822.456  1.0048661031459214e-20  1.0039055323350854e-20
3822.46  9.955501803848282e-21  9.946090511847734e-21
3822.464  9.863902521914805e-21  9.854680227686772e-21
3822.468  9.773831230415809e-21  9.76479267919836e-21
3822.472  9.685256864420085e-21  9.676396958797831e-21
3822.476  9.598149222327727e-21  9.58946301625182e-21
3822.48  9.512478939794477e-21  9.503961632835134e-21
3822.484  9.428217464726127e-21  9.419864396543507e-21
3822.488  9.345337033156679e-21  9.337143678186881e-21
3822.492  9.26381064602845e-21  9.25577260836888e-21
3822.496  9.183612046886382e-21  9.175725055370408e-21
3822.5  9.104715700317338e-21  9.096975603774642e-21
3822.504  9.02709677128914e-21  9.019499533978116e-21
3822.508  8.950731105221484e-21  8.943272802425252e-21
3822.512  8.875595208808506e-21  8.868272022590339e-21
3822.516  8.801666231607754e-21  8.794474446715821e-21
3822.52  8.728921948243006e-21  8.721857948155795e-21
3822.524  8.657340741366853e-21  8.65040100447521e-21
3822.528  8.586901585231703e-21  8.580082681147698e-21
3822.532  8.517584029890695e-21  8.51088261588185e-21
3822.536  8.449368186045805e-21  8.442781003581583e-21
3822.54  8.382234710404661e-21  8.375758581814863e-21
3822.544  8.316164791685264e-21  8.309796616921058e-21
3822.548  8.251140137130942e-21  8.244876890626299e-21
3822.552  8.187142959559039e-21  8.180981687184688e-21
3822.556  8.124155964962061e-21  8.118093781065987e-21
3822.56  8.062162340536781e-21  8.056196425071098e-21
3822.564  8.001145743272161e-21  7.995273338995015e-21
3822.568  7.941090288965505e-21  7.935308698718259e-21
3822.572  7.881980541738763e-21  7.876287125791474e-21
3822.576  7.823801503932412e-21  7.818193677394412e-21
3822.58  7.76653860650224e-21  7.761013836792674e-21
3822.584  7.710177699804984e-21  7.704733504178176e-21
3822.588  7.654705044797717e-21  7.649338987922374e-21
